10,1,914.70,482.40,95.60,112.20,1,-1,-1,-1
10,2,835.80,472.70,53.70,76.90,1,-1,-1,-1
10,3,375.60,446.40,41.60,105.50,1,-1,-1,-1
10,4,440.40,445.60,128.40,282.50,1,-1,-1,-1
10,5,586.00,442.50,87.90,271.00,1,-1,-1,-1
10,6,1419.30,405.00,127.40,404.60,1,-1,-1,-1
10,7,796.20,475.00,56.90,62.80,1,-1,-1,-1
10,8,1091.30,481.40,33.70,118.10,1,-1,-1,-1
10,9,1055.00,485.80,38.60,108.40,1,-1,-1,-1
10,10,1256.60,447.10,34.80,101.40,1,-1,-1,-1
10,11,1013.80,434.10,42.20,113.60,1,-1,-1,-1
10,12,1099.20,438.70,42.20,107.80,1,-1,-1,-1
10,13,1505.60,419.60,149.90,359.50,1,-1,-1,-1
10,14,418.90,461.00,40.90,89.10,1,-1,-1,-1
10,15,1378.60,436.90,66.40,129.90,1,-1,-1,-1
11,1,914.00,482.30,97.20,112.50,1,-1,-1,-1
11,2,835.80,472.60,53.70,77.10,1,-1,-1,-1
11,3,376.30,447.20,41.60,104.50,1,-1,-1,-1
11,4,441.20,446.40,127.90,282.40,1,-1,-1,-1
11,5,586.80,443.60,86.10,271.00,1,-1,-1,-1
11,6,1425.40,405.60,131.10,394.20,1,-1,-1,-1
11,7,796.00,475.50,56.70,62.60,1,-1,-1,-1
11,8,1090.50,483.80,34.20,117.10,1,-1,-1,-1
11,9,1055.10,487.30,37.30,106.30,1,-1,-1,-1
11,10,1257.00,446.90,34.80,101.60,1,-1,-1,-1
11,11,1014.10,433.30,42.70,115.40,1,-1,-1,-1
11,12,1099.40,438.20,41.70,108.50,1,-1,-1,-1
11,13,1522.90,422.70,149.20,353.80,1,-1,-1,-1
11,14,417.20,460.40,39.10,85.30,1,-1,-1,-1
11,15,1381.60,436.50,62.40,130.30,1,-1,-1,-1
12,1,914.90,482.70,93.90,112.10,1,-1,-1,-1
12,2,836.30,472.20,52.80,77.00,1,-1,-1,-1
12,3,375.30,447.20,43.00,104.80,1,-1,-1,-1
12,4,440.40,444.40,127.80,285.30,1,-1,-1,-1
12,5,587.60,443.20,84.20,265.50,1,-1,-1,-1
12,6,1435.60,405.90,132.30,400.90,1,-1,-1,-1
12,7,796.30,475.00,55.70,63.00,1,-1,-1,-1
12,8,1090.00,483.10,34.20,117.90,1,-1,-1,-1
12,9,1055.20,485.90,38.30,108.10,1,-1,-1,-1
12,10,1256.90,447.80,34.60,101.00,1,-1,-1,-1
12,11,1014.00,434.50,42.10,115.10,1,-1,-1,-1
12,12,1099.50,438.20,41.10,108.10,1,-1,-1,-1
12,13,1531.10,424.20,143.70,355.70,1,-1,-1,-1
12,14,416.60,458.30,41.60,86.40,1,-1,-1,-1
12,15,1383.80,437.70,59.90,126.60,1,-1,-1,-1
13,1,914.80,482.80,95.10,112.00,1,-1,-1,-1
13,2,836.10,471.90,53.50,77.80,1,-1,-1,-1
13,3,376.30,448.00,42.90,103.20,1,-1,-1,-1
13,4,441.50,445.10,130.60,283.80,1,-1,-1,-1
13,5,587.20,440.20,86.60,275.50,1,-1,-1,-1
13,6,1445.20,403.60,133.00,398.10,1,-1,-1,-1
13,7,796.00,475.20,56.00,62.80,1,-1,-1,-1
13,8,1090.30,484.00,34.30,117.20,1,-1,-1,-1
13,9,1054.70,485.70,38.00,107.90,1,-1,-1,-1
13,10,1257.20,447.60,34.70,101.20,1,-1,-1,-1
13,11,1013.80,434.90,42.40,112.90,1,-1,-1,-1
13,12,1100.00,437.40,40.20,109.40,1,-1,-1,-1
13,13,1540.10,426.90,145.30,364.10,1,-1,-1,-1
13,14,416.50,458.90,39.00,87.00,1,-1,-1,-1
13,15,1387.10,437.60,62.30,127.60,1,-1,-1,-1
14,1,914.90,482.50,94.90,111.80,1,-1,-1,-1
14,2,836.40,472.40,53.40,76.70,1,-1,-1,-1
14,3,375.40,447.00,43.20,104.70,1,-1,-1,-1
14,4,442.20,447.20,128.50,282.80,1,-1,-1,-1
14,5,585.80,444.50,88.30,268.50,1,-1,-1,-1
14,6,1443.20,396.70,148.30,408.90,1,-1,-1,-1
14,7,796.50,475.20,55.70,62.60,1,-1,-1,-1
14,8,1090.40,484.50,34.30,116.70,1,-1,-1,-1
14,9,1055.40,485.40,38.00,109.50,1,-1,-1,-1
14,10,1256.90,447.20,34.70,102.30,1,-1,-1,-1
14,11,1012.80,435.30,42.00,114.20,1,-1,-1,-1
14,12,1100.00,438.90,40.20,109.40,1,-1,-1,-1
14,13,1545.80,412.10,148.50,378.60,1,-1,-1,-1
14,14,417.00,458.10,40.00,86.40,1,-1,-1,-1
14,15,1391.30,436.60,61.80,130.50,1,-1,-1,-1
15,1,913.30,483.50,97.80,111.10,1,-1,-1,-1
15,2,836.80,472.50,52.80,77.20,1,-1,-1,-1
15,3,375.30,445.80,42.80,106.40,1,-1,-1,-1
15,4,442.70,444.50,129.30,286.50,1,-1,-1,-1
15,5,587.00,442.40,87.80,272.00,1,-1,-1,-1
15,6,1448.40,405.40,162.10,396.80,1,-1,-1,-1
15,7,795.90,476.10,56.10,61.10,1,-1,-1,-1
15,8,1090.30,483.40,34.10,116.90,1,-1,-1,-1
15,9,1056.20,485.50,37.20,109.80,1,-1,-1,-1
15,10,1257.10,447.40,34.20,101.70,1,-1,-1,-1
15,11,1013.70,434.20,42.90,116.10,1,-1,-1,-1
15,12,1100.20,438.80,40.50,108.00,1,-1,-1,-1
15,13,1556.70,412.20,152.90,382.90,1,-1,-1,-1
15,14,417.90,458.00,39.90,85.00,1,-1,-1,-1
15,15,1397.00,436.10,61.10,131.20,1,-1,-1,-1
16,1,914.00,483.40,97.00,111.50,1,-1,-1,-1
16,2,836.60,471.90,52.90,77.60,1,-1,-1,-1
16,3,375.40,446.00,42.70,105.90,1,-1,-1,-1
16,4,446.00,445.20,122.10,284.90,1,-1,-1,-1
16,5,587.40,441.70,88.70,273.20,1,-1,-1,-1
16,6,1453.90,408.70,179.70,400.60,1,-1,-1,-1
16,7,795.30,475.50,56.20,61.50,1,-1,-1,-1
16,8,1090.30,483.70,34.10,116.90,1,-1,-1,-1
16,9,1056.60,486.90,35.90,107.00,1,-1,-1,-1
16,10,1257.50,447.00,34.30,101.30,1,-1,-1,-1
16,11,1013.00,434.40,43.10,117.40,1,-1,-1,-1
16,12,1100.60,437.80,40.10,108.50,1,-1,-1,-1
16,13,1563.70,419.80,155.50,384.00,1,-1,-1,-1
16,14,417.00,459.10,41.20,84.60,1,-1,-1,-1
16,15,1401.50,440.20,57.90,125.60,1,-1,-1,-1
17,1,914.60,483.80,95.10,111.10,1,-1,-1,-1
17,2,836.60,472.20,53.00,77.40,1,-1,-1,-1
17,3,374.60,447.00,43.50,104.90,1,-1,-1,-1
17,4,446.50,443.60,124.60,288.10,1,-1,-1,-1
17,5,587.10,440.90,89.10,273.80,1,-1,-1,-1
17,6,1453.10,411.30,202.20,406.50,1,-1,-1,-1
17,7,795.80,475.70,56.30,61.70,1,-1,-1,-1
17,8,1090.40,483.60,33.90,118.00,1,-1,-1,-1
17,9,1055.70,486.60,36.70,107.60,1,-1,-1,-1
17,10,1257.20,447.50,34.70,101.80,1,-1,-1,-1
17,11,1013.30,435.80,43.20,115.90,1,-1,-1,-1
17,12,1100.50,437.90,39.10,108.70,1,-1,-1,-1
17,14,417.10,459.20,42.80,85.10,1,-1,-1,-1
17,15,1405.00,437.50,58.40,129.70,1,-1,-1,-1
18,1,914.80,483.50,94.80,111.50,1,-1,-1,-1
18,2,836.70,472.30,53.10,77.10,1,-1,-1,-1
18,3,374.50,446.30,43.40,105.90,1,-1,-1,-1
18,4,447.00,442.90,125.00,288.80,1,-1,-1,-1
18,5,587.10,441.10,90.30,274.80,1,-1,-1,-1
18,6,1457.90,417.60,220.20,403.60,1,-1,-1,-1
18,7,795.60,475.60,56.70,61.20,1,-1,-1,-1
18,8,1090.30,483.70,34.20,118.00,1,-1,-1,-1
18,9,1055.70,485.00,37.90,110.90,1,-1,-1,-1
18,10,1257.30,447.00,34.80,101.70,1,-1,-1,-1
18,11,1012.80,437.30,42.70,115.50,1,-1,-1,-1
18,12,1099.80,438.60,39.60,109.20,1,-1,-1,-1
18,14,417.60,458.80,41.40,86.00,1,-1,-1,-1
18,15,1409.60,435.90,55.10,132.10,1,-1,-1,-1
19,1,913.50,484.50,97.30,110.30,1,-1,-1,-1
19,2,836.50,472.00,53.20,78.00,1,-1,-1,-1
19,3,375.10,446.70,43.00,104.80,1,-1,-1,-1
19,4,448.80,441.70,125.70,291.30,1,-1,-1,-1
19,5,586.00,443.40,92.10,271.70,1,-1,-1,-1
19,6,1459.30,410.50,225.90,412.90,1,-1,-1,-1
19,7,795.90,476.00,56.80,61.20,1,-1,-1,-1
19,8,1090.30,482.90,34.10,117.80,1,-1,-1,-1
19,9,1054.90,485.90,38.20,108.90,1,-1,-1,-1
19,10,1257.20,448.10,34.80,100.10,1,-1,-1,-1
19,11,1013.30,437.70,42.30,113.40,1,-1,-1,-1
19,12,1099.50,438.10,40.00,109.10,1,-1,-1,-1
19,14,417.70,458.20,41.40,86.30,1,-1,-1,-1
19,15,1413.00,435.00,54.40,132.00,1,-1,-1,-1
20,1,913.90,484.70,96.20,110.00,1,-1,-1,-1
20,2,836.00,472.20,53.70,77.80,1,-1,-1,-1
20,3,375.20,446.30,42.90,106.10,1,-1,-1,-1
20,4,450.50,442.20,123.80,291.60,1,-1,-1,-1
20,5,587.20,442.90,91.40,270.30,1,-1,-1,-1
20,6,1461.90,413.10,233.40,412.10,1,-1,-1,-1
20,7,796.00,475.90,56.50,61.20,1,-1,-1,-1
20,8,1091.00,481.90,33.60,117.00,1,-1,-1,-1
20,9,1054.50,486.10,39.00,108.10,1,-1,-1,-1
20,10,1257.00,448.50,34.80,99.70,1,-1,-1,-1
20,11,1012.90,436.50,42.60,116.70,1,-1,-1,-1
20,12,1099.70,437.40,39.80,111.20,1,-1,-1,-1
20,14,418.00,456.70,41.20,87.40,1,-1,-1,-1
20,15,1413.80,435.20,55.30,130.90,1,-1,-1,-1
21,1,914.00,484.40,96.20,110.30,1,-1,-1,-1
21,2,836.30,472.60,53.90,77.20,1,-1,-1,-1
21,3,375.00,446.20,43.40,106.50,1,-1,-1,-1
21,4,451.10,442.40,125.60,294.20,1,-1,-1,-1
21,5,589.70,442.30,90.80,272.20,1,-1,-1,-1
21,6,1460.70,414.70,240.90,408.00,1,-1,-1,-1
21,7,796.00,476.10,57.00,60.40,1,-1,-1,-1
21,8,1091.30,480.90,33.60,118.20,1,-1,-1,-1
21,9,1056.90,485.70,37.20,111.00,1,-1,-1,-1
21,10,1256.80,448.80,35.10,99.60,1,-1,-1,-1
21,11,1012.10,436.60,43.60,117.80,1,-1,-1,-1
21,12,1099.20,438.90,39.20,112.80,1,-1,-1,-1
21,14,419.10,457.30,39.80,84.50,1,-1,-1,-1
21,15,1417.70,438.00,55.20,127.30,1,-1,-1,-1
22,1,914.00,483.80,97.10,111.60,1,-1,-1,-1
22,2,836.50,472.60,53.60,77.40,1,-1,-1,-1
22,3,375.10,446.20,43.20,106.40,1,-1,-1,-1
22,4,452.90,440.60,121.90,295.90,1,-1,-1,-1
22,5,589.80,443.60,91.70,270.40,1,-1,-1,-1
22,6,1471.60,409.10,239.90,421.00,1,-1,-1,-1
22,7,795.70,475.80,56.80,61.30,1,-1,-1,-1
22,8,1090.80,481.50,33.80,117.50,1,-1,-1,-1
22,9,1054.30,485.90,38.50,108.40,1,-1,-1,-1
22,10,1256.90,448.50,34.80,100.10,1,-1,-1,-1
22,11,1012.00,435.20,44.10,120.50,1,-1,-1,-1
22,12,1098.60,439.20,40.40,111.20,1,-1,-1,-1
22,14,418.20,457.40,42.10,85.40,1,-1,-1,-1
22,15,1415.80,433.30,59.00,131.50,1,-1,-1,-1
23,1,914.70,483.60,95.10,112.10,1,-1,-1,-1
23,2,837.30,472.30,52.80,77.60,1,-1,-1,-1
23,3,375.20,446.80,43.50,105.60,1,-1,-1,-1
23,4,455.00,443.50,122.90,295.10,1,-1,-1,-1
23,5,590.50,442.10,91.50,273.20,1,-1,-1,-1
23,6,1473.40,413.80,233.60,416.60,1,-1,-1,-1
23,7,795.50,475.60,56.60,61.00,1,-1,-1,-1
23,8,1091.00,480.80,33.70,118.80,1,-1,-1,-1
23,9,1054.60,485.70,38.30,108.80,1,-1,-1,-1
23,10,1257.00,449.00,34.70,99.20,1,-1,-1,-1
23,11,1010.50,434.40,45.40,123.20,1,-1,-1,-1
23,12,1098.70,438.80,40.30,111.70,1,-1,-1,-1
23,14,418.50,458.30,42.70,85.40,1,-1,-1,-1
23,15,1415.30,432.70,64.20,129.80,1,-1,-1,-1
24,1,914.80,483.50,95.20,111.90,1,-1,-1,-1
24,2,837.10,472.30,53.00,77.80,1,-1,-1,-1
24,3,375.30,446.40,43.30,106.00,1,-1,-1,-1
24,4,457.60,444.40,121.20,293.40,1,-1,-1,-1
24,5,591.60,445.50,93.10,270.20,1,-1,-1,-1
24,6,1478.10,409.50,242.20,424.40,1,-1,-1,-1
24,7,795.60,475.70,56.70,60.80,1,-1,-1,-1
24,8,1090.70,482.80,33.80,117.50,1,-1,-1,-1
24,9,1053.80,485.10,38.60,109.70,1,-1,-1,-1
24,10,1256.60,448.80,34.90,100.10,1,-1,-1,-1
24,11,1012.20,435.00,43.70,120.50,1,-1,-1,-1
24,12,1098.90,439.10,40.10,110.30,1,-1,-1,-1
24,14,418.50,457.30,43.00,86.30,1,-1,-1,-1
24,15,1414.70,430.80,68.90,132.50,1,-1,-1,-1
25,1,914.00,483.50,96.60,112.30,1,-1,-1,-1
25,2,836.40,472.70,53.70,77.10,1,-1,-1,-1
25,3,375.00,445.90,43.70,107.90,1,-1,-1,-1
25,4,461.10,440.90,120.40,296.50,1,-1,-1,-1
25,5,593.30,445.60,90.80,271.20,1,-1,-1,-1
25,6,1486.90,404.50,227.60,422.40,1,-1,-1,-1
25,7,794.90,475.90,57.30,61.30,1,-1,-1,-1
25,8,1091.30,481.40,33.50,119.20,1,-1,-1,-1
25,9,1053.90,483.90,38.50,112.00,1,-1,-1,-1
25,10,1256.60,448.60,35.10,100.80,1,-1,-1,-1
25,11,1012.40,437.00,42.10,117.50,1,-1,-1,-1
25,12,1098.50,439.00,40.40,111.50,1,-1,-1,-1
25,13,1628.80,413.50,146.40,391.90,1,-1,-1,-1
25,14,417.90,457.00,42.40,87.20,1,-1,-1,-1
25,15,1416.50,429.90,68.80,133.60,1,-1,-1,-1
26,1,914.80,483.10,94.70,112.70,1,-1,-1,-1
26,2,836.30,473.20,53.80,76.50,1,-1,-1,-1
26,3,375.30,446.10,43.40,107.40,1,-1,-1,-1
26,4,460.50,443.60,121.10,290.30,1,-1,-1,-1
26,5,593.50,441.20,89.50,274.00,1,-1,-1,-1
26,6,1504.00,403.70,218.60,428.40,1,-1,-1,-1
26,7,795.80,475.70,57.20,62.00,1,-1,-1,-1
26,8,1091.80,478.60,33.00,121.10,1,-1,-1,-1
26,9,1053.90,483.60,39.10,112.10,1,-1,-1,-1
26,10,1256.70,448.00,34.90,100.60,1,-1,-1,-1
26,11,1012.30,436.80,43.30,117.90,1,-1,-1,-1
26,12,1098.10,439.80,40.70,109.70,1,-1,-1,-1
26,13,1640.90,416.20,145.90,387.90,1,-1,-1,-1
26,14,418.40,458.10,42.00,88.00,1,-1,-1,-1
26,15,1420.90,429.10,68.70,133.30,1,-1,-1,-1
27,1,914.50,483.20,95.50,112.50,1,-1,-1,-1
27,2,836.00,473.10,53.90,76.30,1,-1,-1,-1
27,3,375.60,446.20,42.70,107.20,1,-1,-1,-1
27,4,463.90,445.40,118.80,293.90,1,-1,-1,-1
27,5,595.20,443.00,89.80,272.20,1,-1,-1,-1
27,6,1520.60,403.20,201.90,430.20,1,-1,-1,-1
27,7,796.00,475.60,56.20,62.20,1,-1,-1,-1
27,8,1091.70,478.80,33.00,119.90,1,-1,-1,-1
27,9,1053.70,484.20,39.50,110.80,1,-1,-1,-1
27,10,1256.60,448.60,34.60,99.70,1,-1,-1,-1
27,11,1012.00,438.80,42.10,114.10,1,-1,-1,-1
27,12,1098.40,440.00,40.30,109.60,1,-1,-1,-1
27,13,1647.40,421.30,138.20,384.20,1,-1,-1,-1
27,14,418.20,457.40,42.50,89.80,1,-1,-1,-1
27,15,1420.70,429.40,70.00,132.70,1,-1,-1,-1
28,1,914.30,483.60,95.70,112.60,1,-1,-1,-1
28,2,836.10,473.40,53.80,76.30,1,-1,-1,-1
28,3,375.50,447.10,43.00,105.70,1,-1,-1,-1
28,4,466.60,446.80,117.20,287.50,1,-1,-1,-1
28,5,594.40,442.60,91.20,275.90,1,-1,-1,-1
28,6,1533.10,407.10,204.20,422.30,1,-1,-1,-1
28,7,795.80,475.50,57.00,62.30,1,-1,-1,-1
28,8,1091.50,477.60,33.00,121.40,1,-1,-1,-1
28,9,1055.60,486.20,38.00,107.70,1,-1,-1,-1
28,10,1256.60,448.20,34.50,100.40,1,-1,-1,-1
28,11,1012.00,437.60,42.90,116.80,1,-1,-1,-1
28,12,1098.30,438.00,40.80,110.70,1,-1,-1,-1
28,13,1665.50,421.10,147.70,388.70,1,-1,-1,-1
28,14,418.20,458.70,42.00,88.30,1,-1,-1,-1
28,15,1424.40,428.30,70.30,131.90,1,-1,-1,-1
29,1,914.00,484.70,96.00,111.30,1,-1,-1,-1
29,2,836.00,473.40,53.80,75.70,1,-1,-1,-1
29,3,376.10,447.00,42.30,105.50,1,-1,-1,-1
29,4,469.20,444.70,120.90,295.20,1,-1,-1,-1
29,5,596.60,442.00,90.60,270.50,1,-1,-1,-1
29,6,1555.00,397.70,186.90,437.70,1,-1,-1,-1
29,7,795.50,475.10,56.80,62.70,1,-1,-1,-1
29,8,1090.70,479.30,33.80,120.90,1,-1,-1,-1
29,9,1055.00,485.20,38.60,108.90,1,-1,-1,-1
29,10,1256.40,448.10,34.70,100.00,1,-1,-1,-1
29,11,1011.60,437.50,43.70,118.40,1,-1,-1,-1
29,12,1098.90,439.10,40.40,107.90,1,-1,-1,-1
29,13,1688.10,442.50,168.30,357.60,1,-1,-1,-1
29,14,418.40,458.50,43.20,89.20,1,-1,-1,-1
29,15,1429.90,430.60,67.30,130.50,1,-1,-1,-1
30,1,914.00,485.30,95.80,110.30,1,-1,-1,-1
30,2,836.00,473.50,54.00,75.90,1,-1,-1,-1
30,3,375.40,446.90,42.80,105.80,1,-1,-1,-1
30,4,471.60,446.30,120.30,288.90,1,-1,-1,-1
30,5,598.30,441.90,90.90,275.50,1,-1,-1,-1
30,6,1568.20,394.00,181.50,436.80,1,-1,-1,-1
30,7,795.60,475.40,57.00,62.50,1,-1,-1,-1
30,8,1090.60,481.50,33.80,118.50,1,-1,-1,-1
30,9,1054.00,485.20,38.50,109.90,1,-1,-1,-1
30,10,1256.70,448.40,34.60,99.50,1,-1,-1,-1
30,11,1011.70,440.20,42.30,116.20,1,-1,-1,-1
30,12,1098.80,439.20,40.20,109.50,1,-1,-1,-1
30,13,1693.10,428.40,185.30,379.40,1,-1,-1,-1
30,14,418.20,458.20,42.90,87.60,1,-1,-1,-1
30,15,1435.50,431.10,63.70,130.00,1,-1,-1,-1
31,1,913.90,484.70,96.40,110.60,1,-1,-1,-1
31,2,835.60,472.80,54.00,76.50,1,-1,-1,-1
31,3,375.90,447.20,42.10,104.90,1,-1,-1,-1
31,4,472.00,442.00,117.70,292.10,1,-1,-1,-1
31,5,598.70,443.70,90.90,275.20,1,-1,-1,-1
31,6,1592.10,396.80,172.50,440.10,1,-1,-1,-1
31,7,795.80,475.50,57.10,61.90,1,-1,-1,-1
31,8,1091.10,480.60,34.00,120.00,1,-1,-1,-1
31,9,1053.90,485.40,38.70,110.40,1,-1,-1,-1
31,10,1257.00,447.90,34.70,100.30,1,-1,-1,-1
31,11,1011.70,439.00,42.50,117.80,1,-1,-1,-1
31,12,1098.40,438.90,39.90,111.90,1,-1,-1,-1
31,13,1681.30,422.40,220.30,390.70,1,-1,-1,-1
31,14,418.50,458.50,42.10,86.80,1,-1,-1,-1
31,15,1440.30,431.10,62.30,129.20,1,-1,-1,-1
32,1,913.80,484.30,97.60,111.00,1,-1,-1,-1
32,2,835.50,472.60,54.20,77.20,1,-1,-1,-1
32,3,375.80,447.00,42.00,105.50,1,-1,-1,-1
32,4,473.50,445.80,114.50,297.30,1,-1,-1,-1
32,5,600.70,445.20,89.50,275.00,1,-1,-1,-1
32,6,1605.40,396.70,178.50,432.50,1,-1,-1,-1
32,7,795.60,475.30,57.20,62.20,1,-1,-1,-1
32,8,1090.80,480.90,34.60,120.30,1,-1,-1,-1
32,9,1054.10,485.60,39.10,109.60,1,-1,-1,-1
